sentence,label,avg_nll,p95,run
Who presented Peter a medulla?,-1,7.748702,9.380711,7
Dorothy was dodging a bullet.,-1,4.025125,5.995376,2
Helen will fortify a weapon.,-1,6.078065,8.122538,4
Who performs a crocodile?,-1,6.481349,9.234468,2
Who guides an ulna?,-1,7.416234,10.726387,4
Who doesn't dump a baseball bat?,-1,5.445856,9.840036,1
Irene vandalized a vehicle.,-1,5.516861,6.933046,3
Bob was forgiving a clover.,-1,7.354288,12.525616,5
A bacterium egested a Birch tree.,-1,5.935328,10.956717,2
Tony is storing an unpowered vehicle.,-1,6.547419,9.942848,8
Who pips Pauline?,-1,6.279094,7.757669,4
Lorna was posting 9 messages.,-1,6.084347,6.809931,8
Who will loan a baseball dugout an intestine?,-1,6.328736,10.493846,6
Terence invests an ice breaker ship.,-1,6.323943,9.628127,5
Who will be cutting a wheelchair?,-1,5.834732,9.446661,3
Who will be mailing a long posterior ciliary artery?,-1,6.045905,13.969738,5
Boris will shoot a device.,-1,7.040865,9.406653,7
Brandon injected 6 preferred stocks with a hypothalamus.,-1,6.720633,14.504009,3
A sunflower borrows a veil from an Eustachian tube.,-1,4.347343,9.588060,3
Who replaces Samantha?,-1,7.682005,7.852821,4
Who borrows an endomembrane from Jessie?,-1,6.049676,13.231891,4
Molly will be painting a wall.,-1,4.830968,6.960883,3
Who will not be treating an animal?,-1,5.497169,7.757669,3
A senepol cattle toyed a multi modal transportation point.,-1,6.526561,12.728085,8
Who forgives an embassy building?,-1,6.806184,9.426450,3
John will be playing a game artifact.,-1,6.345365,7.854876,2
UNK_ORG_1 doesn't choose Harold.,-1,7.365631,14.316779,3
Who punished a chemical tanker ship?,-1,7.087261,9.245022,7
Who puted a boxcar?,-1,7.292797,8.023944,3
A goose wasn't borrowing a chapter from a library building.,-1,5.961435,11.514527,3
Phyllis doesn't act Gerald.,-1,6.375767,11.170359,3
Adeline observed Dalton.,-1,8.540265,10.722214,5
Rebecca fortified a weapon.,-1,7.236452,8.680980,6
Neville will not attack a blackberry.,-1,5.268302,6.854926,5
A hominid famished Clarice.,-1,6.305691,11.701273,3
Who is awarding a title a motor?,-1,5.985492,9.665543,5
Who will suffer a stock?,-1,6.925006,7.757669,6
Martin will disburse an urethra to Alonso.,-1,6.616423,12.994924,6
A clostridium perfringens was raping a ships hull.,-1,4.321615,13.234896,3
Who is infecting a microorganism?,-1,4.719604,8.446874,2
Who has not sought a basement?,-1,5.764897,8.429698,2
Norman doesn't produce a guided missile.,-1,5.775319,10.578524,2
Elton will be massaging a weather assessment.,-1,6.901860,13.149746,4
Who caught Barbara?,-1,8.127706,9.563113,4
Frances was not computing Pamela.,-1,7.768437,13.673711,5
Ursula starts a computer memory.,-1,6.054598,8.500882,3
Randy fishes a gear.,-1,7.099096,8.877671,3
An animal doesn't massage a saddle.,-1,5.952812,7.288754,3
Who will be interpretting 8 texts?,-1,6.449967,10.807530,5
Lionel will be smelling a game artifact.,-1,6.625582,13.913623,2
Who will find a factual text?,-1,6.061675,7.757669,3
Hardy will be hunting Augusta.,-1,6.769168,9.552941,3
Who is not dodging a bullet?,-1,4.696517,7.757669,2
Rose smooths a hair.,-1,6.631031,9.987207,3
Kristin has not massaged some bird egg.,-1,6.591073,11.649320,3
Barbara will be recalling a right ossa coxae.,-1,6.158539,10.513695,6
0 organisms has not befriended a treasury bond.,-1,6.540228,12.948796,5
Rodney is spewing a hair dryer.,-1,5.590056,10.239841,2
Cnythia is searching a broom.,-1,5.920733,10.718236,4
Caitlin will present a factual text to Gloria.,-1,5.612576,11.046785,2
Amadeus was inspecting a posterior inferior cerebellar artery.,-1,4.058246,10.771646,2
Who buried a human corpse?,-1,6.050519,7.757669,4
Richard shares a factual text.,-1,7.953147,10.154713,3
Who doesn't bear Deborah?,-1,7.412669,13.983065,2
Audrey will be winking from an eye Doris.,-1,5.971649,10.089516,6
Who will be working a bacterium?,-1,6.057212,7.806811,3
Who is selling a currency?,-1,5.707071,8.016434,3
Who will be lubricating a machine?,-1,5.462464,7.757669,2
Who produced a tooth?,-1,7.356035,8.870668,5
Who will be mailing UNK_GPE_3 to Dora?,-1,6.428239,13.081274,5
Kelly doesn't see an exercise center.,-1,6.149597,9.241622,4
Who sought a poultry?,-1,8.800094,12.159459,2
Louis planned.,-1,10.391065,9.710058,3
Who was photocopying a text?,-1,5.304956,7.757669,3
Rebecca emptied an aerator.,-1,6.538854,8.523060,5
An organism befriends a hominid.,-1,5.028388,8.836497,4
Who supports Aileen?,-1,6.508997,7.757669,4
Peggy will be borrowing a factual text.,-1,5.788454,12.253230,3
Frank is working a pay check.,-1,5.813839,8.007109,6
Who was stealing a baseball dugout from Amy?,-1,6.006155,10.729230,6
Dora will not toy a hen.,-1,6.888711,8.996803,7
Joan is seeing an eye.,-1,5.997343,9.460877,5
Lisa deduced an upper leg.,-1,8.052380,12.124447,7
Teresa selected a toll booth.,-1,6.519722,10.441212,7
Frank doesn't set a pharyngeal artery.,-1,5.765742,10.520105,2
Who will be strangling Larry?,-1,5.575451,8.570179,2
Who will combine a lyrics?,-1,7.399813,10.405264,6
Alice imbibed a kennel.,-1,6.938951,14.189144,3
Who bombs a sheep?,-1,7.686703,9.738752,4
Isabel is charging Denis.,-1,7.572837,11.499583,6
Who is taking a vehicle?,-1,5.511444,7.757669,2
Mike borrows nine factual texts from a library building.,-1,7.013812,14.808839,3
Deborah kicks a leg.,-1,6.676767,7.786299,4
Nicholas is not intending to an insurance policy to shoot.,-1,5.573971,10.476208,3
A bacterium doesn't infect a cell with an E. coli.,-1,3.973351,8.491395,2
Richard waters a goat.,-1,7.976354,9.056335,4
Who doesn't buy a product from Desmond?,-1,5.558363,9.802879,1
Byron was killing an organism.,-1,6.522230,8.511380,6
Kelly evacuates a stationary artifact.,-1,7.781214,10.635643,3
Who was pouring a bottle?,-1,6.751868,7.757669,6
Zero hominids was not befriending a hominid.,-1,5.221709,13.402245,3
Doreen will examine a malarial plasmodium.,-1,4.059766,8.473830,5
Mary disburses an air conditioner.,-1,6.627948,8.919959,4
Wallace compares a porous container.,-1,7.217069,9.799093,5
Who was soldering a barricade?,-1,6.002587,11.817023,3
Sue makes a home base.,-1,5.631866,6.481736,3
A botanical tree fired a thermometer.,-1,8.069551,11.087452,6
Melvin was massaging Stella.,-1,6.477053,9.131676,2
Cindy will invest a tent.,-1,7.096431,9.708069,4
Who will evacuate a time_phased force and deployment data file?,-1,5.439510,10.457884,6
Who will spray a peach?,-1,6.707682,9.300479,5
Who is hitting a vehicle wheel?,-1,6.563118,10.157954,2
Duncan is operating a device.,-1,5.648219,7.296453,4
Conan is not visitting a hand gun.,-1,6.607304,10.092745,10
Olga will not imbibe a bronchial duct.,-1,5.490243,12.504647,3
Who likens an organism?,-1,7.055394,8.385826,3
Lisa is boiling a research ship.,-1,7.806071,13.314281,3
Geoffrey immunizes a patent.,-1,6.710006,10.311457,3
Who won't plan a pulmonary vein?,-1,7.102269,9.607322,4
Marshela was planning.,-1,9.271819,11.461607,5
Who doesn't play a running track?,-1,5.166120,9.354193,2
Claire is discovering a place of worship.,-1,4.847530,10.190979,1
0 bacteriums divided Ellen.,-1,8.770501,14.640647,4
Harold was not borrowing a pitchers mound from Emil.,-1,6.499135,14.422810,3
Who designated a collarbone to a tool box?,-1,6.381152,12.578502,3
Carl will be dredging a motor hopper.,-1,6.223831,13.099940,2
Rachel will be running a vehicle.,-1,6.159473,10.303604,2
Kate will not download a news feed.,-1,6.025243,10.220131,6
Ethel will not be performing a mouth.,-1,5.868814,9.361258,4
Who drives a lung?,-1,7.141509,8.988008,2
A clostridium tetani infects a louse with a vaccinia virion.,-1,3.602629,8.824945,3
Who was not inflating an ornamental fish?,-1,5.642210,8.228577,7
Who will be playing a kitchen?,-1,5.611454,7.757669,4
Dominic was famishing Sebastian.,-1,7.456934,12.969412,4
Harry has not painted a Spruce tree.,-1,5.890755,10.009584,4
Alba will comprehend a cell nucleus.,-1,6.948847,8.464041,4
Who wasn't observing a la crosse virus?,-1,6.331901,11.078566,2
Jane will have to a throat.,-1,6.514851,10.372383,3
Who will be borrowing a calf?,-1,6.092943,9.784575,3
Sally will be egesting a red blood cell.,-1,4.780486,10.120489,3
A giardia lamblia is beckonning a device.,-1,5.040929,13.287469,4
Who plays a sprinkler?,-1,5.592003,7.757669,4
Lilian will recollect.,-1,6.404890,7.372300,6
Kristin tells an APC.,-1,7.699859,10.259626,4
Carol is vandalizing a religious building.,-1,6.010140,10.369539,3
A sorghum grass will trot a facial hair.,-1,6.291235,12.686779,5
Who peels a snake?,-1,5.575380,7.757669,2
Robin doesn't taste a pancreas.,-1,6.511556,10.518624,3
Gladys was inferring Evan.,-1,6.790356,11.470016,5
Who will seek a rhinoceros?,-1,4.512899,8.732903,5
Mildred will dodge a twin_sized bed.,-1,6.454317,12.788197,3
Bill financed a revolver gun.,-1,7.471621,10.422282,5
Who will inherit a wet bar?,-1,5.852619,7.757669,6
Who noticed a musical instrument?,-1,6.436003,9.425065,4
Carmen perceived a deltoid artery.,-1,6.314297,14.941773,2
Who is melting some cocoa bean?,-1,6.946888,9.087103,4
Ethel will visit a forty foot container.,-1,6.256370,9.361258,7
Who is interviewing a report?,-1,6.390584,9.393888,3
Grace presses a hat.,-1,9.094947,10.453485,5
An aloe vera plant is finding a single family residence.,-1,4.996487,10.957857,3
A tobacco will not be smoking some sugar.,-1,6.101812,9.988136,3
Adam will step a right proximal phalanx IV bone.,-1,5.859149,9.721344,6
Who will roll a tire changer?,-1,6.608187,9.225720,6
A domestic cat inherited an anatomical structure from an ear.,-1,5.288965,9.590354,3
Who spreads a hotel?,-1,7.787549,8.977661,5
Who runs an insect?,-1,6.919632,7.757669,5
A coffee plant is buying some mint.,-1,6.303090,9.967632,3
Who will not communicate a table to a kufiyyah?,-1,5.026185,8.723126,6
Allan will get an anchor from a currency.,-1,5.970937,9.128776,6
Who doesn't smell 6 monkies?,-1,6.191857,11.616798,4
Douglas downloads an art studio.,-1,7.439133,10.404132,5
Who doesn't share a Poplar tree?,-1,5.130286,10.226337,2
Ten cottonwood trees will smell Caitlin.,-1,7.296404,12.222519,3
Caitlin won't be supporting a currency.,-1,5.393182,8.805547,4
Who referred a golf course?,-1,6.769052,10.597878,4
Alison will not be toying an organ.,-1,5.660831,8.664242,5
Who will wade a swimming pool?,-1,5.052175,8.125612,3
Alba figures a spinal cord.,-1,7.015692,11.982732,5
Lydia will be choosing a vending machine.,-1,5.327020,10.127499,1
Claudia protected an abnormal anatomical structure.,-1,5.281474,10.190979,4
Rebecca advertized a vine.,-1,7.365744,10.316389,4
Fiona was shooting a saw.,-1,6.504212,10.256378,4
Sylvia bombarded a prison.,-1,5.863202,8.813461,3
A salmon doesn't hear an organ.,-1,6.327544,9.084669,3
Elizabeth has not uploaded a picture frame.,-1,6.180764,9.775999,7
Who injects a respirator?,-1,5.543455,10.165935,2
A guinea pig was not performing a steering wheel.,-1,5.241581,10.890580,7
Gary will be singing a trousers.,-1,7.548595,10.065096,2
Richard will be smoothing a fabric.,-1,7.608781,9.611021,4
Kristen will be tying seven right ossa coxaes.,-1,6.620279,11.566814,4
Alice pares ten left gastric arterys.,-1,7.640220,10.414252,8
Who mails ten left true rib 5 bones?,-1,9.028055,13.329454,7
Tom will be painting a coin.,-1,6.195823,8.821241,2
Kathleen wasn't raising a muscular ulnar artery.,-1,5.196717,10.964178,2
A tobacco smokes a firearm.,-1,5.934429,11.883497,3
Sarah has not nodded a nail.,-1,6.848897,9.574934,6
A reptile doesn't immunise Richard.,-1,6.659792,14.589903,2
Jack will be figuring a hominid.,-1,6.060099,9.920859,4
Two algas starved a product.,-1,7.175003,9.507319,4
Harry doesn't fall a skylight.,-1,5.939569,10.009584,4
A RNA virus will be plugging a deltoid muscle.,-1,5.540034,11.971778,2
Who will be tying a thorax bone to a pencil?,-1,5.578963,13.016222,3
Who isn't uploading a motion picture?,-1,5.549087,9.242117,2
7 horses is wading a board or block.,-1,7.103637,9.420996,9
Who auctions 3 birds?,-1,7.490283,10.219706,3
Who is freezing a text?,-1,6.710088,9.892517,3
Alvin sells Bridget a coin.,-1,6.396947,10.765932,4
Who won't skin a snake?,-1,5.446998,7.757669,4
Henry doesn't press a French press.,-1,6.417019,10.392948,4
Who will get a Chevrolet engine?,-1,5.468252,7.757669,3
Pete irons 8 muscular ulnar arterys.,-1,5.786298,11.705098,4
Two felines befriends a cocoa tree.,-1,6.039267,8.971836,5
Lucas haves a license.,-1,5.920156,8.989245,2
A bacterium infected a worm with a lacrimal artery.,-1,5.075596,10.956717,3
An elephant reckons a small intestine.,-1,6.388807,8.871004,4
Who puted an academic degree?,-1,7.485841,9.742559,7
Lucy steals a genetically engineered organism from an engine control module.,-1,5.503279,11.751932,2
Who matches Mark?,-1,8.038871,8.015915,4
Who will be swarming a hominid?,-1,5.185833,9.578743,5
Thomas will see Alice.,-1,7.343011,9.120198,5
Rachel will be hearing Arnold.,-1,7.802457,10.303604,3
Who designed a Balsa tree?,-1,6.219448,7.757669,6
A mammal is forgiving Sonya.,-1,6.787417,14.721849,3
Ricky presents Felix a board or block.,-1,7.170887,10.051142,8
Rachel will be setting a pollen.,-1,7.457784,10.699474,4
Who sends an electrocardiogram?,-1,4.384218,8.670804,4
Who doesn't raise a lid?,-1,5.679950,10.056910,2
A feline eats some RNA molecule.,-1,6.661395,9.237930,7
Nicholas wasn't pouring eight arteries.,-1,7.929383,12.309858,3
Hilda thinned a lentil.,-1,6.724171,11.110587,6
Who won't bury an animal shell?,-1,6.451792,10.029093,7
6 monkies will raise a drum.,-1,6.964724,9.547640,5
Madeline is catching Penny.,-1,6.808822,9.514629,2
An Escherichia coli will not upload an intelsat.,-1,5.260481,11.774117,4
Who is producing a party platform?,-1,5.864087,9.534975,4
Who wasn't placing a left lacrimal bone?,-1,6.439789,12.132723,3
5 primates will be communicating a painted picture to Felix.,-1,6.715139,12.128193,4
Who turns a taillight?,-1,5.230714,9.661320,2
Who is not envenomming an occipital lobes?,-1,5.227690,9.681570,3
Pearl drives a vehicle.,-1,5.690115,10.338684,3
Bill has not imbibed a fabric.,-1,6.038061,11.511061,4
Pete born Ursula.,-1,7.352216,13.186875,4
Stella catches Paul.,-1,7.447647,8.291537,5
Sharon swops a salmon.,-1,7.392913,9.006187,7
Seven organisms inherits a salmon from Frances.,-1,8.702834,12.034272,3
Who was envisaging a bicycle?,-1,6.276412,8.322314,4
Katherine steals a chain from Mary.,-1,5.773307,8.848212,3
Vincent is running Alfred.,-1,6.566086,10.147928,4
Mona is smelling Ursula.,-1,6.580094,13.056518,2
A feline will analyze a performance stage.,-1,6.687312,11.036375,5
UNK_PERSON_1 was communicating a pollen.,-1,8.733861,14.316779,5
Jack will be conveying a courtyard to Jane.,-1,6.583355,12.413132,2
Who suffered an organism?,-1,7.526169,9.885324,5
Amselm is not communicating an ape to Jacinta.,-1,6.767946,11.227324,8
Who is not acquiring a sail?,-1,6.243862,9.376083,2
Who will inherit a multifunctional large load carrier ship from Adrian?,-1,6.045255,9.965909,5
Rita infects a body junction with two nerve cells.,-1,5.841155,13.044700,3
Deborah designs an auditorium.,-1,6.564652,9.482686,3
Randy discovers a position report.,-1,6.998744,10.576355,3
Vanessa paints a vegetable.,-1,6.698673,10.411408,2
3 clostridium botulinums envenomed a projectile.,-1,5.047116,11.836737,4
Ursula will be eating 2 shoulder blades.,-1,5.223944,8.880145,2
Who has not infected 3 vaccinia virions with 6 virus parts?,-1,4.961119,11.738874,3
Max will not protect a trachea.,-1,5.743846,8.912584,6
Melody will plan a passenger railcar.,-1,6.700613,9.051794,4
Who delivers a product?,-1,5.865839,7.757669,4
Murphy fished a wearable item.,-1,6.662411,10.144148,3
Who doesn't pay a skunk?,-1,5.335986,10.397318,3
A pine tree sells a larch tree.,-1,5.004032,8.607870,3
Emma is guiding an organism.,-1,7.395449,10.468538,4
Christine will be tying a VaccinationCard.,-1,6.805042,14.016852,3
UNK_ORG_1 will download a firearm.,-1,6.849577,12.586335,2
Who buries zero plants?,-1,7.304753,11.906865,2
Who will not seat a residence?,-1,6.834879,11.232719,6
Laura is slicing a pressure bandage.,-1,6.703463,12.641116,3
Who replaces a back with a vessel to semilunar ganglion artery?,-1,5.837353,11.177767,4
Who was communicating a desk?,-1,7.730426,12.347692,5
Milton wasn't freezing a shirt.,-1,6.685169,9.992115,3
An anaconda charges a tire.,-1,6.173596,9.084582,2
Noel is exchanging two toes with a hotel.,-1,6.635035,11.789274,6
Who was disclosing a horse to Maurice?,-1,7.313712,10.777226,5
Edmund roughens some FinishedLumber.,-1,7.930173,14.579277,5
Who is not downloading a compact disc?,-1,5.326475,9.532320,4
Who will be sculpturing a bull?,-1,5.832514,8.297699,4
A vaccinia virus assorts 9 cell membranes.,-1,6.361726,13.886183,7
Helen is damaging a nose.,-1,6.751817,10.837696,6
Grace is not comparing a skunk.,-1,6.388103,10.453485,4
Raymond doesn't steal a party platform.,-1,6.601881,10.771793,4
Clement is inheritting an alfalfa plant from Adam.,-1,6.390801,11.894933,7
Louis combines a computational system.,-1,8.452147,9.710058,3
Rosa was firing a cereal grain.,-1,7.229043,12.703401,4
Hardy was dripping a bottle.,-1,6.938819,9.552941,5
Nancy was reproducing a computer input device.,-1,5.484866,9.009418,4
Andrew reproduced a hammer.,-1,8.685152,10.218648,2
Tom was starving an ant insect.,-1,7.987735,10.821581,6
Abraham locates a helmet.,-1,6.218372,12.040387,2
Who doesn't affix a compressor?,-1,5.872713,13.144581,1
Who treated a coin?,-1,7.489885,10.239948,5
Who will refer a mosque?,-1,6.977361,11.543679,3
Gerald isn't studying a farm.,-1,6.059907,9.604116,3
A grass plant was fermenting a coffee robusta.,-1,5.553077,10.959291,5
Carol pours a citrus fruit.,-1,7.937515,10.685590,3
George will be classing a body segment.,-1,5.965729,9.279960,3
A primate won't communicate five arachnids to UNK_PERSON_2.,-1,6.406186,11.836391,4
Who will assail a muscle?,-1,7.127428,10.912164,5
