sentence,avg_nll,p95,human_label
Who pestles a gun barrel?,7.095087,8.895361,1
Caitlin was forgiving a barricade.,6.172999,13.779398,1
Who impersonated a medial cuneiform bone?,5.993806,11.79045,1
Who will be singing a tongue?,6.25055,8.192593,-1
Who was giving 9 fungi a kufiyyah?,6.032464,10.426897,-3
Alexander is cooling six gastro_intestinal tracts.,7.277418,12.504478,2
A lamb was burying a sphenoid bone.,5.084603,11.939675,1
Who was stretching a vocal cords?,6.928269,9.890832,1
Jackie doesn't pour a basement.,6.330536,11.470621,-1
Who pulls three abdominal aortae?,6.845648,10.539392,1
Who will solder an organ?,7.15186,9.45594,1
A domestic dog will operate a genetically engineered organism.,5.555481,9.590354,-1
Who will produce zero staphylococcus aurei?,5.280383,10.525237,2
Who intended to Anthony to strangle?,6.68809,12.551311,2
Five hens was punching a fish.,6.994607,9.598259,-2
Alban is slitting 8 ears.,6.200287,7.803181,2
Who isn't teeming an organ?,6.291189,10.114692,-1
Who isn't selling an united states dollar bill?,6.053694,8.102244,2
Alvin searches a lemur.,6.6932,9.295252,2
Tommy questions a report.,6.678308,8.821241,2
An elephant will be performing a camera.,6.410946,8.977215,1
Who won't be uploading a lion?,6.108018,10.321321,-1
A tick borne encephalitis virus poisoned 2 lips.,5.342469,13.900851,-1
Abraham leaves a dance hall.,5.962482,8.860689,2
Cecil gives Jane a vehicle window.,6.375202,9.933247,2
Who has not ravished a niqab?,4.922912,11.770729,-1
Kate will melt an eukaryotic cell.,5.207071,10.220131,-1
A common wheat grass will ferment a kyasanur forest disease virus.,5.311699,11.367569,-3
Teresa will be borrowing a facial hair from Jennifer.,5.909684,11.662193,2
A cub will be inheritting a manifold absolute pressure sensor from a pericardium.,5.962241,12.905443,-3
A bacterium was infecting a rickettsia rickettsii with an obliterated umbilical artery.,3.700125,9.176236,-3
A DNA virus has not transformed a muscle.,5.671136,8.913251,2
Who is bombing some Balsa wood?,6.740429,10.565186,2
Mathew awards Mitch a relay.,8.798456,12.377378,-1
Who will be combining an einkorn wheat grass?,5.494339,7.757669,1
Joe compounded a bathing device.,9.056868,12.015521,-1
Neville will take a ship cabin.,5.710298,10.692173,-1
Who was extending a labyrinthine artery?,6.911786,13.392131,1
8 bacteriums poured 10 portabello mushrooms.,6.096365,12.178701,-2
Shirley partakes a L2 vertebra bone.,6.426039,12.910734,-1
Winston was distributing a musical instrument.,6.17421,9.944444,2
Oliver is compacting a vocal cords.,6.418364,11.966453,1
Sonya will understand a Sapele tree.,5.868858,8.44409,1
Aileen will be producing a chapter.,5.722974,8.493523,2
Stella watches.,6.923673,6.909585,2
A rattlesnake charges Ursula.,4.857279,11.831264,-2
Wilfred will be refinancing a residence.,5.761814,10.20753,2
Who was raising a porous container?,7.590915,11.962829,2
Violet will not ingest a cytoplasm.,5.749565,11.615982,2
Frank doesn't infect three salmonella partyphis with 8 escherichia coli0157 h7s.,5.618154,13.208507,2
Jim doesn't irrigate a papaya.,6.05429,12.851965,1
A carnivore isn't killing Ida.,5.55247,8.662675,2
Who massages a facial bone?,7.389516,9.008678,2
Doris is recollecting.,4.984,6.282098,2
Who will be shuttling a muffler?,4.909169,10.272976,2
Samantha sprays a pump.,5.113908,6.517497,2
Michelle killed a human corpse.,7.112258,10.331726,-1
Ten reptiles inherits a guanarito virus.,6.952214,13.878681,1
Who watched Norman?,7.765145,9.603986,2
Who creates a residential building?,5.447516,8.328961,2
Ida was taking a liver.,6.183948,9.722187,2
Ingrid befriended an optical device.,5.612613,11.785991,-1
A dengue fever virus will be analysing a blood cell.,4.350766,8.622532,-2
Daphne refers to a botanical tree Andrea.,6.064095,11.11178,-1
A cattle irrigates a grass plant.,6.218123,11.461644,-2
Lucy was firing a flexal virus.,7.514382,12.538643,1
Rita was befriending a primate.,4.590257,10.637799,2
Who punched a foot?,7.646107,11.150837,2
William doesn't award a security device to Wendy.,6.621843,12.011963,2
Dolly is gaining a tail.,5.585263,7.542762,1
Andy will be painting a cinema.,6.125086,10.093426,2
Inna will lift a mule.,6.363895,8.969558,2
Kevin is infecting Evelyn with an IED.,5.768537,10.937519,-3
Stella was revealing a mandible.,6.415462,11.377642,2
Who precipitates a forty eight foot container?,6.823278,11.949902,-1
Phil will be leaving a guitar.,6.419666,9.094118,2
Who lubed a chair?,6.846048,8.246555,2
A lichen will nod a plant leaf.,6.235088,8.168633,-2
A plant is raising a ladder.,5.912227,8.901802,-1
Roland doesn't dodge a motorcycle.,6.089518,11.164521,2
A Beech tree has not planted a growth stock.,5.618995,8.970488,-2
Who drifted a muffler?,7.643066,12.258461,-1
Selina will be getting a computer input device.,5.402717,10.671146,2
Katherine will vandalise a roof.,6.24631,8.13991,2
Alexander was infecting an organism.,6.692574,9.920719,1
Who won't be killing Robert?,6.184445,8.706272,2
A reptile won't be expressing a biological weapon.,5.410998,11.698606,1
Stanley sent a dictionary.,6.194459,9.956785,2
Milton was selecting a controller.,6.646967,11.196638,2
Gerry was contracting 10 cells.,6.561484,9.674604,1
Who gives a tent to Cindy?,6.303024,11.053784,2
Samantha doesn't see ten messages.,5.519235,10.166109,2
Dawn stores a twenty foot container.,6.184087,10.911376,2
Who gave a spore to a telephone?,5.370745,9.425282,-1
Who ideates a mandible?,6.637994,11.189854,1
Who will roughen a human corpse?,6.664522,7.757669,1
Lora was nodding to Lawrence.,6.20303,11.367704,2
Who will be reproducing a virus double stranded?,5.869185,11.652744,2
Who doesn't compare a parrot?,5.465173,9.122504,2
Who isn't pressing a desk?,6.140485,8.717494,1
A cottonwood tree has not painted an office building.,5.317223,10.372708,-2
Who sees Monica?,7.726786,8.909375,2
Who will take five left distal phalanx I bones?,5.552362,9.936161,1
A sunflower was voting a doll.,6.080917,9.491909,-2
Charles was intercommunicating a recreation or exercise device to Barbara.,6.858035,10.934475,2
Who fortifies a red blood cell?,5.34055,8.213022,1
Malcolm will be cooling a torso.,7.254924,13.522261,1
An organism presses a jaw.,7.700722,8.938273,1
Who will be pouring a book?,6.031449,10.012836,1
Who melts a bamboo plant?,7.323303,12.140092,2
Clarice translates seven novels.,8.050465,10.812047,2
Who will shuttle to an engine control module a tablet computer?,6.137481,10.404279,-3
Jason will be forgiving a synagogue.,7.411495,11.917169,2
Albert was destining to Joyce to inspect.,7.718329,12.373681,-1
Who will design a seat?,5.539171,7.757669,2
Oliver forgives a document.,6.702326,11.720451,-1
Who consumed 6 barley grains?,6.24928,10.215622,2
Alban will be impersonating nine parrots.,6.142668,10.785828,2
Maggie impersonates Bridget.,4.629066,7.488686,2
A cucumber plant seted a worm.,7.364576,12.51588,-3
Who melts a light fixture?,6.894489,7.757669,2
Roger extends a spinal column.,7.364224,11.736455,2
An aloes doesn't plant 8 primates.,6.167045,11.206231,-3
Cecil is massaging a middle temporal artery.,5.420969,12.609071,2
An arthropod selects a bull.,6.181123,11.838135,-2
Mildred shot Aaron.,6.239815,8.98589,2
Who will choose seven primates?,6.192312,10.160728,2
Who designed a vehicle controller?,6.872343,7.835645,2
Carmen kills an alligator.,4.635682,6.088108,2
Who will freeze a body part?,5.877691,7.757669,2
Tony doesn't massage a shoulder blade.,6.23238,9.942848,2
Who rendered a mollusk?,7.77085,13.804139,2
Allen skinned nine oat grains.,8.020498,10.753692,2
Who will not be firing a plant?,5.906355,10.551656,2
A puppy borrows nine doctrines from a fluid container.,6.72857,11.765558,-3
Laura was teeming an oat grain.,7.245665,10.088368,-2
A vertebrate smelt Ronald.,7.531272,12.211298,2
Sharon is drinking a grape vine.,6.87333,9.749282,2
A poppy is masticating some tea leaf.,5.357145,9.268112,2
Morris has not dishonored a right parietal bone.,5.319702,12.452611,-1
Who will not inject Benjamin with a francisella tularensis?,5.198213,12.323399,2
6 grass plants is binding 10 miswaks to Christopher.,7.584647,12.866842,-2
Who examines an eye?,6.6564,7.757669,2
6 domestic animals will run a human doll.,7.013534,10.387496,-3
Dick wasn't dodging a machine.,6.290039,11.325548,2
Louis will not fire 3 coffee arabicas.,7.151002,12.353777,2
Bridget forgives Gerald.,5.385844,8.161499,2
Who will chew an organism?,7.097396,8.529756,2
Selina will be painting a wall.,5.460557,8.323776,2
Joan ate 7 geese.,5.369831,10.304855,2
Who was firing a vehicle?,6.746102,8.768606,1
A salmonella typhi steals a Bone.,6.776564,12.980922,-2
Who buries a pottery?,6.373291,9.954514,2
Who will be telling a bordetella pertussis?,5.065783,9.745943,1
Lawrence is comprehending Lilian.,6.180203,11.77377,2
Who was killing a sheep?,6.384209,7.985457,2
Raymond shoots a cytoskeleton.,6.066793,11.234428,2
Selina has not toyed a cycle.,6.424369,10.671146,1
Neville has not looked a painted picture.,5.701403,7.244303,1
Philip will vandalize a research ship.,6.748384,10.317114,2
Who is emptying an opium poppy?,4.381688,7.757669,1
Derrick is singing an exercise center.,6.919145,10.536489,1
Who transforms a carnivore?,6.624287,11.313277,2
Roy xeroxed a musical instrument.,6.355277,10.397797,-2
Who takes an elephant?,6.113182,7.757669,2
Ruby affixed a chair.,7.040093,10.997353,2
Bernice infects a variola major.,6.28844,12.788204,-2
Who bears a right true rib 2 bone?,7.431135,11.258808,-3
Who will communicate 8 factual texts to an escherichia coli0157 h7?,5.173638,12.153978,-3
Who is putting a soldering iron?,5.006209,9.243943,1
Mona will squeeze a right palatine bone.,5.874255,10.638237,2
Who soldered a genetically engineered organism?,5.902578,12.428609,-3
Who dodged 3 anterior tibial recurrent arterys?,5.684778,12.773204,-3
Lilian will be ascertaining a filter.,5.411579,8.295111,1
Alethea isn't financing a currency.,6.260919,10.708363,2
7 buffaloes nods a facial bone.,7.814709,16.068119,-2
Who was sitting Frank?,7.662784,8.838175,2
A sabia virus will be writing a coccidioides immitis.,4.389549,11.410436,-2
Who detected a conifers?,7.600855,9.203787,1
Nicholas has not respired a nasal cavity.,6.539468,10.668403,2
Who expresses a display artifact?,8.004172,11.142985,-3
Belinda will substitute a barrier with a frequency filter.,5.843,10.3649,2
An oat grass will be voiding a fluorescent light fixture.,5.749914,10.103056,-3
Who is unveiling to a tunnel?,7.001712,10.953469,2
Who wasn't showing a birth certificate?,5.401778,8.953397,2
A clover plant raises a temporal lobes.,5.936162,11.247743,-2
Who wrought a financial text?,8.492793,10.745467,-1
Travis is detecting a security alarm.,5.946092,7.844476,2
Who will not be observing a plasma membrane?,5.960052,10.567541,2
Who was subjecting a torso?,7.130696,11.576058,-3
A plant will produce a moss.,5.848143,8.901802,2
Who will not be producing a building?,5.532018,9.48671,2
Who was finding a revolver gun?,6.671987,11.894519,2
Who places a fire alarm?,5.739358,8.172915,2
Who imbibes 9 apples?,6.171696,8.632837,-1
A reptile sought a guide book.,6.465393,11.698606,-1
Dominic was raping Judy.,6.877171,10.326035,2
Daisy painted a body part.,5.761746,9.68313,2
Who was forgiving Pete?,7.959239,11.79165,2
Alethea combined a tongue.,7.507805,10.708363,-3
Who is analysing a neisseria gonorrhoeae?,3.935953,10.299653,2
Who was purchasing a toy animal from Alcyon?,6.326358,8.680466,2
Who doesn't think a musculophrenic artery?,5.590375,11.024244,2
Who drinks a hoofed mammal?,5.51935,9.892047,-2
Marshela was watching.,8.805694,11.461607,2
Norman is placing with a telephone an ocean liner.,6.169666,10.578524,-1
A water buffalo waded an oyster.,5.839698,8.022398,-2
A viral agent doesn't equate a herbivore.,5.016856,9.59936,-1
Violet guided eight serratia marcenscenss.,6.538408,12.973157,-1
Jason compounds a reference book.,7.444399,9.828487,-1
Who sold 10 palm oil nuts?,6.123434,9.233484,2
Sonya will not be inheritting 4 sphenoid bones.,5.733857,10.698364,2
Who is inheritting a human corpse from Matilda?,6.230403,11.715629,1
Adeline interchanges a transformer.,7.237809,11.168297,2
Bonnie dredges an IV Line.,7.168074,10.497908,1
Who will be delivering a horse?,5.617142,8.986632,2
Brooke doesn't store a VHS cassette.,5.641238,9.342062,2
Who grew an organ?,6.633197,7.757669,1
Who ironed a device?,7.195042,10.008985,1
Who doesn't assail a railcar carrier ship?,6.636259,10.266356,-1
Bertie doesn't expose a doctrine to a periodical.,5.443286,11.64298,-3
Who was pulling an exoskeleton?,5.460895,7.757669,2
Robin is reading a text document.,5.087493,8.032774,2
Who skinned a petroleum tanker ship?,6.794352,12.454474,-1
Who was sharing a room with a clothing?,5.601988,11.428188,1
7 virus single strandeds is poisonning a cabbage plant.,7.783049,13.269654,2
Louis will be driving a tractor trailer.,5.021101,8.892628,2
Mary raises a coconut.,7.557555,10.552814,1
Jane is impersonating a chapel.,6.705879,13.410821,-2
Who imagines zero motion pictures?,6.900362,10.632613,1
Who plugs a musculophrenic artery?,5.787091,11.739857,2
Who dumps an uniform?,8.513044,12.010014,2
Morgan locates Herbert.,6.78256,11.292785,2
Amselm attacked a prison.,6.863794,9.104129,2
Who will store a nut?,6.692562,9.158145,2
Who recalls an archaea?,7.037307,9.041456,2
Who inherited a kidney?,6.927252,8.131908,2
Aaron will xerox a hominid.,6.148566,10.899811,-2
A hen will be tasting a rice grain.,5.861297,10.417208,2
A parrot inspected a muscle.,6.873674,10.241881,1
Jed refinances a barge.,6.708471,8.715685,2
Who will give some bird egg a chapel?,6.976116,10.379837,-1
Bertram charged a bullet.,7.554577,10.339157,2
Who will trot two plant branchs?,8.563262,12.926516,1
Priscilla voids a retina.,6.222511,13.154411,1
Who is manducating a pea?,5.938452,10.066998,2
Peter replaced a mug.,8.07343,11.127636,2
A corynebacterium diphtheriae poisoned a soybean.,3.5633,10.253853,-2
Who will finance a twenty foot heavy duty container?,5.288582,8.689361,2
Eugene is losing to a running track.,5.205137,8.71154,2
Clarence assails two burkholderia pseudomalleis.,5.475805,10.159523,2
Gordon eliminated a protozoa.,6.412826,11.478271,2
Doreen will not be inheritting a saddle.,5.573944,10.852109,2
Andrew solders 6 animal shells.,7.296382,11.657245,2
Who solders a transducer?,5.979242,9.178526,2
A Beech tree doesn't perform a fighter.,5.929087,10.836769,-3
Who will be drinking a saline lock?,6.649357,10.201708,-1
Mabel was drinking a black cherry tree.,5.753804,9.122564,2
Barbara has not switched a robot.,5.861327,8.344448,2
Who will egest a Cypress tree?,6.748268,10.881067,-3
Melody will be poisonning a tobacco.,7.333031,11.14789,-1
Gertrude is matching zero currencies.,6.660454,11.003539,2
Who has not suffered a ramus intermedius?,5.947598,11.319793,2
Adeline designates a shoulder blade.,6.817283,9.751127,2
Who pips a machine?,6.85752,9.553738,-3
Who starved Ruby?,7.293795,11.582875,2
A bull won't be attacking a musical instrument.,5.399436,10.619817,2
Dalton will be hunting a sheepdog.,5.642342,9.317393,2
Who will be penalizing Clement?,6.368782,8.983615,2
Roland will not be masticating a groundnut.,5.106631,9.613609,2
Richard will excrete zero human corpses.,7.719941,9.362934,1
Who is binding a VaccinationCard?,6.88759,13.09613,2
Who is evacuating nine anatomical structures?,6.303386,13.782086,2
A grape vine seted a product.,7.568872,11.147586,-2
Maurice will smell a coffea arabica.,5.262114,11.817028,2
Who matches a currency?,7.987367,12.035415,2
Perkin drives a compass.,7.862319,11.273081,-1
Ann is comparing an elephant.,7.859776,9.004249,2
Who was breaking 6 body joints?,6.837787,10.919762,2
Who will tie an organ?,6.644993,7.757669,2
8 herbivores impersonated Richard.,7.42833,13.941862,2
A lilac is smiling a guitar.,6.238076,11.244555,-2
Who binds a sock to a LAN?,7.107848,14.741734,-1
Carmen will exhibit a toy house to a mobile residence.,5.528407,7.551729,2
Patricia was searching 10 pigeons.,5.70022,9.07439,2
Jacinta will nod an ear.,7.62084,10.495999,-2
Who is firing a narrative text?,6.687121,10.215368,-2
Alan will tell an old testament.,7.109443,8.969863,2
Greta is working a box.,5.65958,6.144329,1
Who will be swopping a variola minor?,6.515683,10.709978,1
Who will share a fabric?,6.450598,7.757669,2
