sentence,n_tokens,avg_nll,p95,p99,max_surp,spike_frac_35,spike_frac_50,run_norm_35,uniq_token_ratio,rep_1gram,rep_2gram,top1_prob_mean,top1_minus_true_mean,punct_ratio,digit_ratio,upper_ratio,paren_imbalance_abs,bracket_imbalance_abs,human_label
Who turns a taillight?,7,5.229925,9.664062,9.664062,10.625,0.571429,0.428571,0.285714,1,0,0,0.356201,0.154541,0.045455,0,0.045455,0,0,1
Who is not envenomming an occipital lobes?,14,5.226214,9.671875,9.671875,10.140625,0.571429,0.571429,0.214286,1,0,0,0.369141,0.26416,0.02381,0,0.02381,0,0,1
Pearl drives a vehicle.,6,5.690348,10.335938,10.335938,10.421875,0.666667,0.5,0.5,1,0,0,0.178223,0.091431,0.043478,0,0.043478,0,0,2
Bill has not imbibed a fabric.,9,6.037204,11.515625,11.515625,14.164062,0.666667,0.555556,0.444444,1,0,0,0.300537,0.169067,0.033333,0,0.033333,0,0,-1
Pete born Ursula.,6,7.351644,13.1875,13.1875,13.335938,0.833333,0.833333,0.666667,1,0,0,0.202515,0.123596,0.058824,0,0.117647,0,0,-3
Stella catches Paul.,5,7.446875,8.296875,8.296875,11.601562,1,0.8,1,1,0,0,0.177856,0.175293,0.05,0,0.1,0,0,2
Sharon swops a salmon.,7,7.390067,9.007812,9.007812,10.867188,1,0.714286,1,1,0,0,0.150879,0.144653,0.045455,0,0.045455,0,0,-3
Seven organisms inherits a salmon from Frances.,8,8.706299,12.039062,12.039062,15.59375,0.75,0.625,0.375,1,0,0,0.213623,0.192871,0.021277,0,0.042553,0,0,-3
Who was envisaging a bicycle?,7,6.277623,8.328125,8.328125,13.875,0.857143,0.428571,0.571429,1,0,0,0.286377,0.26123,0.034483,0,0.034483,0,0,1
Katherine steals a chain from Mary.,8,5.773071,8.851562,8.851562,13.59375,0.625,0.5,0.375,1,0,0,0.193237,0.116943,0.028571,0,0.057143,0,0,2
Vincent is running Alfred.,6,6.567057,10.148438,10.148438,13.65625,0.833333,0.5,0.666667,1,0,0,0.259521,0.186279,0.038462,0,0.076923,0,0,2
Mona is smelling Ursula.,7,6.581264,13.0625,13.0625,14.375,0.571429,0.571429,0.285714,1,0,0,0.3125,0.179321,0.041667,0,0.083333,0,0,2
A feline will analyze a performance stage.,9,6.685113,11.039062,11.039062,11.1875,0.777778,0.555556,0.555556,1,0,0,0.187866,0.164062,0.02381,0,0.02381,0,0,2
UNK_PERSON_1 was communicating a pollen.,9,8.73329,14.3125,14.3125,14.546875,0.888889,0.666667,0.555556,1,0,0,0.270996,0.253906,0.075,0.025,0.225,0,0,-3
Jack will be conveying a courtyard to Jane.,9,6.581489,12.414062,12.414062,13.59375,0.555556,0.555556,0.222222,1,0,0,0.176758,0.104431,0.023256,0,0.046512,0,0,1
Who suffered an organism?,5,7.525,9.890625,9.890625,10.054688,1,0.8,1,1,0,0,0.196899,0.193726,0.04,0,0.04,0,0,-1
Amselm is not communicating an ape to Jacinta.,12,6.767904,11.226562,11.226562,12.46875,0.833333,0.5,0.666667,1,0,0,0.191895,0.168823,0.021739,0,0.043478,0,0,1
Who is not acquiring a sail?,7,6.241629,9.375,9.375,12.265625,0.714286,0.571429,0.285714,1,0,0,0.261963,0.213867,0.035714,0,0.035714,0,0,2
Who will inherit a multifunctional large load carrier ship from Adrian?,14,6.045776,9.960938,9.960938,13.617188,0.785714,0.5,0.357143,1,0,0,0.328125,0.268799,0.014085,0,0.028169,0,0,2
Rita infects a body junction with two nerve cells.,12,5.839528,13.039062,13.039062,15.554688,0.583333,0.5,0.25,1,0,0,0.180298,0.076782,0.02,0,0.02,0,0,2
Deborah designs an auditorium.,7,6.564689,9.484375,9.484375,13.898438,0.714286,0.714286,0.428571,1,0,0,0.283203,0.144653,0.033333,0,0.033333,0,0,2
Randy discovers a position report.,7,6.997628,10.570312,10.570312,12.210938,0.857143,0.714286,0.428571,1,0,0,0.151245,0.124023,0.029412,0,0.029412,0,0,2
Vanessa paints a vegetable.,6,6.698405,10.414062,10.414062,11.523438,0.666667,0.5,0.333333,1,0,0,0.171265,0.130981,0.037037,0,0.037037,0,0,2
3 clostridium botulinums envenomed a projectile.,14,5.047322,11.835938,11.835938,13.046875,0.642857,0.428571,0.285714,1,0,0,0.490234,0.280273,0.020833,0.020833,0,0,0,-2
Ursula will be eating 2 shoulder blades.,11,5.223322,8.882812,8.882812,13.578125,0.636364,0.454545,0.181818,1,0,0,0.206055,0.101868,0.025,0.025,0.025,0,0,2
Who has not infected 3 vaccinia virions with 6 virus parts?,16,4.96019,11.734375,11.734375,11.773438,0.625,0.375,0.1875,0.9375,0,0,0.319824,0.235474,0.016949,0.033898,0.016949,0,0,1
Max will not protect a trachea.,9,5.743924,8.914062,8.914062,9.257812,0.666667,0.444444,0.666667,1,0,0,0.256592,0.226562,0.032258,0,0.032258,0,0,2
Melody will plan a passenger railcar.,9,6.702691,9.046875,9.046875,11.914062,0.888889,0.777778,0.444444,1,0,0,0.17981,0.159546,0.027027,0,0.027027,0,0,2
Who delivers a product?,5,5.867969,7.753906,7.753906,9.265625,0.8,0.6,0.8,1,0,0,0.218018,0.20459,0.043478,0,0.043478,0,0,2
Murphy fished a wearable item.,8,6.66394,10.140625,10.140625,13.148438,0.75,0.625,0.375,1,0,0,0.177734,0.14209,0.033333,0,0.033333,0,0,1
Who doesn't pay a skunk?,8,5.33606,10.398438,10.398438,11.359375,0.5,0.375,0.375,1,0,0,0.327637,0.26709,0.083333,0,0.041667,0,0,0
A pine tree sells a larch tree.,9,5.002713,8.609375,8.609375,11.453125,0.555556,0.333333,0.333333,0.888889,0,0,0.249512,0.170898,0.032258,0,0.032258,0,0,-2
Emma is guiding an organism.,6,7.395833,10.46875,10.46875,11.796875,0.833333,0.666667,0.666667,1,0,0,0.195312,0.1875,0.035714,0,0.035714,0,0,2
Christine will be tying a VaccinationCard.,10,6.804932,14.023438,14.023438,14.773438,0.7,0.6,0.3,1,0,0,0.282715,0.157593,0.02381,0,0.071429,0,0,-1
UNK_ORG_1 will download a firearm.,10,6.849609,12.585938,12.585938,14.3125,0.7,0.5,0.2,1,0,0,0.200806,0.152222,0.088235,0.029412,0.176471,0,0,-3
Who buries zero plants?,6,7.303752,11.90625,11.90625,13.078125,0.666667,0.666667,0.333333,1,0,0,0.381592,0.203369,0.043478,0,0.043478,0,0,2
Who will not seat a residence?,7,6.836775,11.234375,11.234375,12.179688,0.857143,0.571429,0.857143,1,0,0,0.162109,0.150146,0.033333,0,0.033333,0,0,-1
Laura is slicing a pressure bandage.,8,6.703186,12.632812,12.632812,13.78125,0.625,0.5,0.375,1,0,0,0.291748,0.192017,0.027778,0,0.027778,0,0,2
Who replaces a back with a vessel to semilunar ganglion artery?,15,5.836491,11.179688,11.179688,12.4375,0.666667,0.533333,0.266667,0.933333,0,0,0.293701,0.148071,0.015873,0,0.015873,0,0,0
Who was communicating a desk?,6,7.728516,12.34375,12.34375,14.046875,0.833333,0.666667,0.833333,1,0,0,0.289551,0.276611,0.034483,0,0.034483,0,0,2
Milton wasn't freezing a shirt.,8,6.684021,9.984375,9.984375,12.804688,0.75,0.75,0.375,1,0,0,0.181763,0.118896,0.064516,0,0.032258,0,0,2
An anaconda charges a tire.,7,6.17327,9.085938,9.085938,10.242188,0.571429,0.571429,0.285714,1,0,0,0.180786,0.150269,0.037037,0,0.037037,0,0,-1
Noel is exchanging two toes with a hotel.,10,6.63584,11.796875,11.796875,13.640625,0.8,0.5,0.6,1,0,0,0.204224,0.169189,0.02439,0,0.02439,0,0,-1
Who was disclosing a horse to Maurice?,8,7.312012,10.773438,10.773438,15.828125,0.875,0.5,0.625,1,0,0,0.168091,0.14917,0.026316,0,0.052632,0,0,-1
Edmund roughens some FinishedLumber.,9,7.928602,14.585938,14.585938,17.40625,0.666667,0.555556,0.555556,1,0,0,0.114624,0.098999,0.027778,0,0.083333,0,0,2
Who is not downloading a compact disc?,8,5.324402,9.53125,9.53125,10.382812,0.625,0.5,0.5,1,0,0,0.193115,0.104248,0.026316,0,0.026316,0,0,1
Who will be sculpturing a bull?,8,5.831665,8.296875,8.296875,13.023438,0.75,0.5,0.5,1,0,0,0.313965,0.272461,0.032258,0,0.032258,0,0,2
A vaccinia virus assorts 9 cell membranes.,11,6.362294,13.882812,13.882812,14.25,0.818182,0.545455,0.636364,1,0,0,0.272461,0.186768,0.02381,0.02381,0.02381,0,0,-2
Helen is damaging a nose.,7,6.75,10.84375,10.84375,14.984375,0.857143,0.428571,0.857143,1,0,0,0.169434,0.155151,0.04,0,0.04,0,0,2
Grace is not comparing a skunk.,8,6.387695,10.453125,10.453125,10.570312,0.75,0.625,0.5,1,0,0,0.253662,0.218994,0.032258,0,0.032258,0,0,2
Raymond doesn't steal a party platform.,9,6.600179,10.773438,10.773438,12.265625,0.666667,0.555556,0.444444,1,0,0,0.242676,0.130127,0.051282,0,0.025641,0,0,2
Clement is inheritting an alfalfa plant from Adam.,12,6.391357,11.898438,11.898438,16.71875,0.75,0.666667,0.583333,1,0,0,0.301514,0.223755,0.02,0,0.04,0,0,2
Louis combines a computational system.,6,8.450684,9.703125,9.703125,12.804688,0.833333,0.833333,0.5,1,0,0,0.213501,0.1875,0.026316,0,0.026316,0,0,1
Rosa was firing a cereal grain.,8,7.22876,12.710938,12.710938,13.03125,0.875,0.75,0.5,1,0,0,0.140991,0.131104,0.032258,0,0.032258,0,0,1
Hardy was dripping a bottle.,7,6.936105,9.554688,9.554688,13.65625,0.857143,0.857143,0.714286,1,0,0,0.32373,0.310791,0.035714,0,0.035714,0,0,1
Nancy was reproducing a computer input device.,10,5.484458,9.007812,9.007812,15.390625,0.6,0.5,0.4,1,0,0,0.223633,0.098022,0.021739,0,0.021739,0,0,2
Andrew reproduced a hammer.,5,8.684375,10.21875,10.21875,17.25,0.8,0.6,0.4,1,0,0,0.148315,0.125,0.037037,0,0.037037,0,0,2
Tom was starving an ant insect.,7,7.990234,10.820312,10.820312,10.898438,0.857143,0.857143,0.857143,1,0,0,0.251465,0.238525,0.032258,0,0.032258,0,0,2
Abraham locates a helmet.,7,6.219169,12.039062,12.039062,13.40625,0.571429,0.428571,0.285714,1,0,0,0.223877,0.126343,0.04,0,0.04,0,0,2
Who doesn't affix a compressor?,8,5.872314,13.148438,13.148438,15.882812,0.375,0.375,0.125,1,0,0,0.338379,0.230713,0.064516,0,0.032258,0,0,2
Who treated a coin?,5,7.488281,10.242188,10.242188,10.984375,1,0.6,1,1,0,0,0.184082,0.177979,0.052632,0,0.052632,0,0,2
Who will refer a mosque?,6,6.978841,11.546875,11.546875,12.015625,0.666667,0.5,0.5,1,0,0,0.269043,0.253662,0.041667,0,0.041667,0,0,2
Gerald isn't studying a farm.,8,6.058899,9.601562,9.601562,11.15625,0.75,0.75,0.375,1,0,0,0.187012,0.116943,0.068966,0,0.034483,0,0,2
A grass plant was fermenting a coffee robusta.,11,5.55193,10.960938,10.960938,12.226562,0.636364,0.454545,0.454545,1,0,0,0.319824,0.13501,0.021739,0,0.021739,0,0,-3
Carol pours a citrus fruit.,6,7.937174,10.679688,10.679688,14.390625,0.833333,0.666667,0.5,1,0,0,0.267578,0.248047,0.037037,0,0.037037,0,0,-1
George will be classing a body segment.,9,5.966471,9.28125,9.28125,9.882812,0.666667,0.555556,0.333333,1,0,0,0.193237,0.130859,0.025641,0,0.025641,0,0,1
A primate won't communicate five arachnids to UNK_PERSON_2.,18,6.406325,11.835938,11.835938,17.546875,0.611111,0.5,0.222222,1,0,0,0.24585,0.131226,0.067797,0.016949,0.169492,0,0,-3
Who will assail a muscle?,6,7.125,10.90625,10.90625,12.890625,0.833333,0.5,0.833333,1,0,0,0.198975,0.186523,0.04,0,0.04,0,0,1
Who was getting a farm from UNK_PERSON_2?,12,6.379557,9.78125,9.78125,18.0625,0.666667,0.416667,0.416667,1,0,0,0.221313,0.192017,0.073171,0.02439,0.243902,0,0,-3
UNK_PERSON_2 ideates a narrative text.,10,7.990625,14.546875,14.546875,16.0625,0.8,0.6,0.3,1,0,0,0.177246,0.161011,0.078947,0.026316,0.236842,0,0,-3
Seven shrubs will be inheritting an exoskeleton.,12,6.098826,12.859375,12.859375,15.539062,0.666667,0.5,0.416667,1,0,0,0.339111,0.209106,0.020833,0,0.020833,0,0,-1
Who was not planning a business railcar?,9,6.420139,9.148438,9.148438,15.460938,0.777778,0.555556,0.444444,1,0,0,0.246948,0.226807,0.025,0,0.025,0,0,1
Cora commands an unpowered vehicle.,8,6.194092,7.609375,7.609375,12.421875,0.875,0.625,0.875,1,0,0,0.143188,0.128174,0.028571,0,0.028571,0,0,2
Who was smelling a lion?,6,6.802734,8.882812,8.882812,14.523438,0.833333,0.5,0.833333,1,0,0,0.268555,0.241211,0.041667,0,0.041667,0,0,2
Travis was suffering a cell wall.,8,6.274414,7.84375,7.84375,11.835938,0.875,0.625,0.75,1,0,0,0.279297,0.270264,0.030303,0,0.030303,0,0,-1
Who doesn't produce an office building?,8,5.279541,7.753906,7.753906,12.945312,0.625,0.375,0.5,1,0,0,0.273682,0.207397,0.051282,0,0.025641,0,0,2
Who was lending a gene to a catheter?,10,5.95957,11.476562,11.476562,14.132812,0.6,0.4,0.5,0.9,0,0,0.241943,0.169312,0.027027,0,0.027027,0,0,-3
Who will be getting a transistor?,7,5.386021,7.753906,7.753906,12.148438,0.714286,0.428571,0.285714,1,0,0,0.244019,0.182983,0.030303,0,0.030303,0,0,2
Anita located a worker insect.,7,7.397042,10.664062,10.664062,12.398438,0.857143,0.714286,0.428571,1,0,0,0.144897,0.135498,0.033333,0,0.033333,0,0,2
Sylvia doesn't pour a dishdashah.,11,6.002708,11.382812,11.382812,11.734375,0.727273,0.636364,0.454545,1,0,0,0.237061,0.150024,0.060606,0,0.030303,0,0,-1
Aloysius will be sculpturing a metallic 3D printer.,14,4.758737,10.0625,10.0625,11.453125,0.571429,0.428571,0.142857,1,0,0,0.279785,0.108643,0.019608,0.019608,0.039216,0,0,2
Walter irrigates a groundnut.,8,5.904236,8.132812,8.132812,17.21875,0.625,0.5,0.375,1,0,0,0.235962,0.147339,0.034483,0,0.034483,0,0,-1
Randy will be wading a heated pool.,10,5.326172,9.71875,9.71875,10.109375,0.7,0.5,0.3,1,0,0,0.214966,0.15332,0.028571,0,0.028571,0,0,1
Lindsay will sit Guenevere.,8,6.533752,7.800781,7.800781,14.492188,0.875,0.75,0.75,1,0,0,0.314697,0.194946,0.037037,0,0.074074,0,0,2
Malcolm transforms a device.,6,7.085286,8.960938,8.960938,13.203125,0.666667,0.666667,0.333333,1,0,0,0.170288,0.144043,0.035714,0,0.035714,0,0,2
A turkey bird will not hunt four domestic dogs.,10,6.379102,10.40625,10.40625,11.023438,0.8,0.6,0.4,1,0,0,0.166016,0.145264,0.021277,0,0.021277,0,0,1
Who is communicating an engine fan?,7,7.041295,9.882812,9.882812,11.46875,0.714286,0.714286,0.571429,1,0,0,0.204712,0.170654,0.028571,0,0.028571,0,0,1
Mary pips a helmet.,6,7.985677,10.546875,10.546875,10.734375,1,1,1,1,0,0,0.179199,0.177246,0.052632,0,0.052632,0,0,1
Randy will not imbibe a DVD.,9,6.02341,11.265625,11.265625,13.914062,0.777778,0.444444,0.555556,1,0,0,0.260986,0.156982,0.035714,0,0.142857,0,0,2
Who examines a hominid?,7,5.900879,9.289062,9.289062,13.453125,0.571429,0.428571,0.285714,1,0,0,0.285156,0.163696,0.043478,0,0.043478,0,0,2
Who doesn't extend a human corpse?,8,6.091675,9.945312,9.945312,14.859375,0.5,0.5,0.25,1,0,0,0.328613,0.244873,0.058824,0,0.029412,0,0,2
Josephine is not downloading an organism.,8,6.467529,10.609375,10.609375,11.5,0.75,0.625,0.625,1,0,0,0.183716,0.160278,0.02439,0,0.02439,0,0,-1
Burt winked a mosque.,7,8.037667,15.421875,15.421875,15.679688,0.857143,0.571429,0.857143,1,0,0,0.299561,0.288818,0.047619,0,0.047619,0,0,1
Cara haves an ear.,7,6.814174,8.59375,8.59375,10.320312,1,1,1,1,0,0,0.174561,0.172119,0.055556,0,0.055556,0,0,0
Who will be questioning a container?,7,6.348912,11.289062,11.289062,11.539062,0.857143,0.571429,0.571429,1,0,0,0.22876,0.185181,0.027778,0,0.027778,0,0,-1
Sheila supports 7 currencies.,7,6.598493,10.835938,10.835938,11.15625,0.714286,0.571429,0.571429,1,0,0,0.134766,0.117249,0.034483,0.034483,0.034483,0,0,1
Who won't reproduce a message?,7,6.171038,7.753906,7.753906,11.65625,0.857143,0.571429,0.857143,1,0,0,0.2052,0.193237,0.066667,0,0.033333,0,0,2
Judith will interview five magazines.,7,6.782366,9.710938,9.710938,11.109375,0.857143,0.714286,0.714286,1,0,0,0.181885,0.155029,0.027027,0,0.027027,0,0,2
A viral agent reproduces a clothing.,8,6.949646,9.179688,9.179688,16.3125,0.875,0.5,0.5,1,0,0,0.362061,0.279053,0.027778,0,0.027778,0,0,-1
Who will be recalling?,5,6.093359,7.753906,7.753906,12.367188,0.8,0.6,0.4,1,0,0,0.288574,0.233643,0.045455,0,0.045455,0,0,2
Who pestles a gun barrel?,7,7.094866,8.898438,8.898438,16.578125,0.857143,0.571429,0.857143,1,0,0,0.23938,0.215088,0.04,0,0.04,0,0,1
Caitlin was forgiving a barricade.,9,6.1714,13.773438,13.773438,14.335938,0.777778,0.666667,0.444444,1,0,0,0.273926,0.120422,0.029412,0,0.029412,0,0,1
Who impersonated a medial cuneiform bone?,10,5.992603,11.789062,11.789062,12.976562,0.5,0.5,0.3,1,0,0,0.266357,0.132935,0.02439,0,0.02439,0,0,1
Who will be singing a tongue?,7,6.251256,8.195312,8.195312,10.875,0.857143,0.571429,0.571429,1,0,0,0.272949,0.233276,0.034483,0,0.034483,0,0,-1
Who was giving 9 fungi a kufiyyah?,13,6.032302,10.4375,10.4375,16.25,0.692308,0.538462,0.461538,1,0,0,0.278076,0.216919,0.029412,0.029412,0.029412,0,0,-3
Alexander is cooling six gastro_intestinal tracts.,10,7.27693,12.507812,12.507812,13.484375,0.7,0.6,0.6,1,0,0,0.304199,0.151733,0.04,0,0.02,0,0,2
A lamb was burying a sphenoid bone.,11,5.084867,11.9375,11.9375,12.15625,0.454545,0.363636,0.181818,1,0,0,0.333496,0.141602,0.028571,0,0.028571,0,0,1
Who was stretching a vocal cords?,7,6.926897,9.890625,9.890625,15.601562,0.857143,0.428571,0.857143,1,0,0,0.311035,0.296387,0.030303,0,0.030303,0,0,1
Jackie doesn't pour a basement.,8,6.330017,11.46875,11.46875,12.507812,0.5,0.5,0.125,1,0,0,0.191284,0.089844,0.064516,0,0.032258,0,0,-1
Who pulls three abdominal aortae?,8,6.846191,10.546875,10.546875,11.78125,0.625,0.625,0.625,1,0,0,0.426025,0.409424,0.030303,0,0.030303,0,0,1
Who will solder an organ?,6,7.152018,9.460938,9.460938,13.632812,0.833333,0.666667,0.833333,1,0,0,0.206421,0.191895,0.04,0,0.04,0,0,1
A domestic dog will operate a genetically engineered organism.,10,5.556445,9.59375,9.59375,10.023438,0.7,0.4,0.5,1,0,0,0.174316,0.149414,0.016129,0,0.016129,0,0,-1
Who will produce zero staphylococcus aurei?,12,5.281226,10.53125,10.53125,12.265625,0.666667,0.416667,0.5,1,0,0,0.458496,0.25708,0.023256,0,0.023256,0,0,2
Who intended to Anthony to strangle?,8,6.689423,12.554688,12.554688,13.765625,0.625,0.5,0.25,0.875,0,0,0.253174,0.106689,0.027778,0,0.055556,0,0,2
Five hens was punching a fish.,8,6.995361,9.59375,9.59375,15.070312,0.75,0.625,0.625,1,0,0,0.202637,0.176514,0.033333,0,0.033333,0,0,-2
Alban is slitting 8 ears.,9,6.200087,7.804688,7.804688,11.578125,0.888889,0.555556,0.888889,1,0,0,0.225586,0.21582,0.04,0.04,0.04,0,0,2
Who isn't teeming an organ?,8,6.291992,10.117188,10.117188,10.265625,0.625,0.625,0.25,1,0,0,0.358154,0.30835,0.074074,0,0.037037,0,0,0
Who isn't selling an united states dollar bill?,10,6.053418,8.109375,8.109375,15.765625,0.7,0.7,0.3,1,0,0,0.216797,0.155273,0.042553,0,0.021277,0,0,2
Alvin searches a lemur.,7,6.692522,9.296875,9.296875,14.148438,0.857143,0.428571,0.714286,1,0,0,0.203613,0.181274,0.043478,0,0.043478,0,0,2
Tommy questions a report.,6,6.67513,8.820312,8.820312,13.21875,0.833333,0.666667,0.666667,1,0,0,0.162231,0.139771,0.04,0,0.04,0,0,2
An elephant will be performing a camera.,8,6.41272,8.984375,8.984375,11.515625,0.75,0.75,0.375,1,0,0,0.197876,0.167358,0.025,0,0.025,0,0,1
Who won't be uploading a lion?,8,6.107056,10.320312,10.320312,11.8125,0.75,0.5,0.375,1,0,0,0.219482,0.187988,0.066667,0,0.033333,0,0,-1
A tick borne encephalitis virus poisoned 2 lips.,13,5.34255,13.898438,13.898438,16.46875,0.538462,0.384615,0.307692,1,0,0,0.370117,0.118286,0.020833,0.020833,0.020833,0,0,0
Abraham leaves a dance hall.,7,5.962612,8.859375,8.859375,11.34375,0.714286,0.428571,0.428571,1,0,0,0.196533,0.172363,0.035714,0,0.035714,0,0,2
Cecil gives Jane a vehicle window.,9,6.376302,9.9375,9.9375,10.976562,0.777778,0.666667,0.333333,1,0,0,0.172852,0.093445,0.029412,0,0.058824,0,0,2
Who has not ravished a niqab?,10,4.92207,11.773438,11.773438,13.007812,0.5,0.3,0.2,1,0,0,0.26709,0.125732,0.034483,0,0.034483,0,0,0
Kate will melt an eukaryotic cell.,10,5.206897,10.21875,10.21875,10.476562,0.6,0.6,0.6,1,0,0,0.474365,0.224365,0.029412,0,0.029412,0,0,-1
A common wheat grass will ferment a kyasanur forest disease virus.,14,5.311753,11.375,11.375,14.078125,0.642857,0.5,0.642857,1,0,0,0.334229,0.117004,0.015152,0,0.015152,0,0,-3
Teresa will be borrowing a facial hair from Jennifer.,11,5.911,11.65625,11.65625,12.226562,0.818182,0.545455,0.454545,1,0,0,0.168701,0.104248,0.018868,0,0.037736,0,0,2
A cub will be inheritting a manifold absolute pressure sensor from a pericardium.,18,5.961643,12.90625,12.90625,14.585938,0.611111,0.5,0.222222,0.944444,0,0,0.240234,0.127563,0.012346,0,0.012346,0,0,-3
A bacterium was infecting a rickettsia rickettsii with an obliterated umbilical artery.,24,3.697854,9.171875,10.953125,11.625,0.458333,0.291667,0.083333,0.875,0,0.173913,0.452148,0.145752,0.011494,0,0.011494,0,0,-3
A DNA virus has not transformed a muscle.,9,5.669813,8.914062,8.914062,9.179688,0.888889,0.555556,0.666667,1,0,0,0.352295,0.323486,0.02439,0,0.097561,0,0,2
Who is bombing some Balsa wood?,8,6.739136,10.5625,10.5625,12.78125,0.625,0.625,0.5,1,0,0,0.229614,0.1604,0.032258,0,0.064516,0,0,2
Mathew awards Mitch a relay.,7,8.799665,12.375,12.375,13.90625,1,0.714286,1,1,0,0,0.149414,0.146729,0.035714,0,0.071429,0,0,-1
Who will be combining an einkorn wheat grass?,11,5.494052,7.753906,7.753906,12.484375,0.727273,0.545455,0.363636,1,0,0,0.195801,0.140137,0.022222,0,0.022222,0,0,1
Joe compounded a bathing device.,6,9.05599,12.015625,12.015625,18.5625,0.666667,0.666667,0.333333,1,0,0,0.241211,0.213867,0.03125,0,0.03125,0,0,0
Neville will take a ship cabin.,9,5.71072,10.6875,10.6875,11.117188,0.666667,0.444444,0.222222,1,0,0,0.213623,0.1875,0.032258,0,0.032258,0,0,0
Who was extending a labyrinthine artery?,8,6.911133,13.390625,13.390625,13.96875,0.75,0.5,0.375,1,0,0,0.192871,0.156494,0.025,0,0.025,0,0,1
8 bacteriums poured 10 portabello mushrooms.,12,6.09554,12.179688,12.179688,15.570312,0.583333,0.5,0.25,1,0,0,0.226807,0.133301,0.022727,0.068182,0,0,0,-2
Shirley partakes a L2 vertebra bone.,12,6.425578,12.914062,12.914062,14.1875,0.75,0.583333,0.5,1,0,0,0.249146,0.185181,0.027778,0.027778,0.055556,0,0,-1
Winston was distributing a musical instrument.,8,6.173828,9.945312,9.945312,12.9375,0.625,0.625,0.5,1,0,0,0.151123,0.129639,0.021739,0,0.021739,0,0,2
Oliver is compacting a vocal cords.,9,6.416775,11.960938,11.960938,13.1875,0.666667,0.555556,0.333333,1,0,0,0.202515,0.154907,0.028571,0,0.028571,0,0,1
Sonya will understand a Sapele tree.,10,5.869727,8.445312,8.445312,9.578125,0.8,0.6,0.7,1,0,0,0.1604,0.113159,0.027778,0,0.055556,0,0,1
Aileen will be producing a chapter.,8,5.723206,8.492188,8.492188,9.078125,0.75,0.625,0.375,1,0,0,0.20166,0.106018,0.028571,0,0.028571,0,0,2
Stella watches.,4,6.922852,6.90625,6.90625,10.640625,1,0.75,1,1,0,0,0.162109,0.158691,0.066667,0,0.066667,0,0,2
A rattlesnake charges Ursula.,9,4.857355,11.835938,11.835938,13.054688,0.555556,0.333333,0.222222,1,0,0,0.441162,0.08783,0.034483,0,0.068966,0,0,-2
Wilfred will be refinancing a residence.,9,5.761339,10.203125,10.203125,14.015625,0.444444,0.444444,0.111111,1,0,0,0.207886,0.10498,0.025,0,0.025,0,0,2
